Purchase ID,Customer Name,Age,Gender,City,Car Brand,Car Model,Fuel Type,Transmission,Purchase Date,Price,Loan Taken,Down Payment ,Loan Provider,Annual Income,Previous Car Owned,Customer Satisfaction Score
PUR100154,Laura,44,Female,Munich,BMW,911,Petrol,Manual,10/7/2024,"€ 22,711.31",No,"€ 9,837.00",Deutsche Bank,"€ 94,842.00",Yes,4
PUR100155,Julia,53,Male,Munich,BMW,Passat,Petrol,Manual,2/21/2021,"€ 15,533.74",Yes,"€ 4,107.00",Commerzbank,"€ 48,599.00",No,3
PUR100156,Sophie,55,Male,Stuttgart,Volkswagen,A3,Petrol,Manual,11/5/2021,"€ 33,000.60",No,"€ 2,308.00",Deutsche Bank,"€ 47,273.00",Yes,4
PUR100157,Sophie,62,Female,Berlin,Opel,Octavia,Diesel,Automatic,7/28/2024,"€ 40,956.85",Yes,"€ 12,536.00",Volksbank,"€ 76,719.00",Yes,4
PUR100158,Julia,28,Female,Cologne,Volkswagen,Golf,Electric,Automatic,10/12/2021,"€ 8,000.00",No,"€ 10,405.00",Deutsche Bank,"€ 44,450.00",No,4
PUR100159,Laura,65,Female,Cologne,Mercedes,X5,Petrol,Manual,1/11/2022,"€ 15,064.53",Yes,"€ 7,825.00",Deutsche Bank,"€ 49,665.00",No,5
PUR100160,Tim,26,Female,Berlin,Audi,Passat,Diesel,Manual,3/5/2024,"€ 38,012.34",Yes,"€ 5,432.00",Commerzbank,"€ 68,050.00",No,5
PUR100161,Hans,60,Male,Berlin,Volkswagen,C-Class,Petrol,Automatic,1/13/2022,"€ 23,544.59",Yes,"€ 8,962.00",Volksbank,"€ 98,493.00",No,2
PUR100162,Sophie,66,Female,Munich,Opel,Insignia,Petrol,Manual,2/18/2023,"€ 42,469.58",Yes,"€ 14,298.00",Deutsche Bank,"€ 27,678.00",No,4
PUR100163,Felix,46,Male,Hamburg,Volkswagen,911,Petrol,Manual,7/18/2022,"€ 22,225.60",Yes,"€ 14,577.00",Volksbank,"€ 23,024.00",Yes,4
PUR100164,Hans,55,Male,Frankfurt,Porsche,Golf,Diesel,Manual,6/6/2023,"€ 39,984.04",Yes,"€ 2,844.00",Deutsche Bank,"€ 96,655.00",No,3
PUR100165,Anna,20,Female,Stuttgart,Audi,911,Electric,Automatic,3/14/2021,"€ 30,304.62",No,"€ 8,247.00",Commerzbank,"€ 103,297.00",Yes,4
PUR100166,Laura,59,Female,Berlin,Volkswagen,911,Petrol,Manual,6/29/2022,"€ 29,972.24",Yes,"€ 13,127.00",Commerzbank,"€ 53,789.00",No,5
PUR100167,Anna,37,Male,Hamburg,Mercedes,Golf,Petrol,Manual,7/2/2024,"€ 26,234.08",Yes,"€ 2,707.00",Deutsche Bank,"€ 52,298.00",Yes,4
PUR100168,Anna,56,Male,Berlin,Volkswagen,A3,Petrol,Automatic,9/10/2023,"€ 31,173.36",No,"€ 8,704.00",Deutsche Bank,"€ 83,430.00",No,3
PUR100169,Sophie,51,Female,Frankfurt,Porsche,Passat,Diesel,Manual,12/10/2023,"€ 48,887.44",Yes,"€ 2,844.00",Commerzbank,"€ 87,031.00",No,4
PUR100170,Anna,50,Male,Berlin,Audi,911,Diesel,Manual,5/27/2021,"€ 22,002.88",Yes,"€ 7,561.00",Deutsche Bank,"€ 40,118.00",Yes,1
PUR100171,Lukas,63,Male,Berlin,Audi,Golf,Petrol,Automatic,7/31/2022,"€ 22,977.26",No,"€ 1,678.00",Commerzbank,"€ 47,629.00",No,1
PUR100173,Lukas,43,Male,Hamburg,Volkswagen,X5,Electric,Manual,8/8/2024,"€ 15,976.49",No,"€ 6,341.00",None,"€ 69,014.00",No,4
PUR100174,Laura,48,Male,Stuttgart,BMW,Passat,Petrol,Manual,7/6/2023,"€ 40,448.45",Yes,"€ 11,945.00",Deutsche Bank,"€ 31,578.00",No,4
PUR100175,Tim,66,Male,Cologne,Volkswagen,Golf,Diesel,Automatic,2/26/2024,"€ 30,171.03",Yes,"€ 2,594.00",Deutsche Bank,"€ 86,506.00",Yes,2
PUR100176,Tim,74,Male,Frankfurt,Audi,911,Petrol,Manual,10/18/2021,"€ 28,035.79",Yes,"€ 9,169.00",Commerzbank,"€ 25,744.00",No,4
PUR100177,Tim,52,Male,Berlin,Opel,X5,Hybrid,Manual,1/17/2021,"€ 21,517.97",No,"€ 4,774.00",Deutsche Bank,"€ 36,684.00",No,4
PUR100178,Laura,56,Female,Other,BMW,Golf,Diesel,Manual,3/28/2021,"€ 43,865.57",Yes,"€ 14,105.00",Commerzbank,"€ 71,384.00",No,4
PUR100179,Tim,59,Female,Hamburg,BMW,C-Class,Petrol,Manual,3/22/2024,"€ 23,388.34",No,"€ 12,817.00",None,"€ 101,656.00",Yes,4
PUR100180,Laura,26,Female,Munich,BMW,Golf,Diesel,Manual,11/20/2021,"€ 32,123.28",Yes,"€ 10,347.00",Deutsche Bank,"€ 75,750.00",Yes,4
PUR100181,Laura,65,Female,Frankfurt,Opel,Octavia,Diesel,Manual,3/26/2024,"€ 20,302.25",Yes,"€ 13,250.00",Deutsche Bank,"€ 102,360.00",No,4
PUR100182,Sophie,32,Male,Stuttgart,BMW,X5,Electric,Automatic,4/26/2024,"€ 17,958.04",Yes,"€ 4,332.00",Deutsche Bank,"€ 39,615.00",No,2
PUR100183,Laura,39,Male,Munich,BMW,Insignia,Petrol,Manual,2/3/2021,"€ 16,442.96",Yes,"€ 12,478.00",Deutsche Bank,"€ 43,302.00",No,4
PUR100184,Anna,61,Female,Munich,Audi,Octavia,Hybrid,Manual,7/7/2022,"€ 25,112.95",No,"€ 11,375.00",None,"€ 23,126.00",No,4
PUR100185,Hans,75,Male,Munich,Mercedes,A3,Petrol,Manual,7/11/2021,"€ 14,076.99",Yes,"€ 9,158.00",Commerzbank,"€ 24,394.00",No,4
PUR100186,Tim,76,Female,Frankfurt,Audi,A3,Petrol,Automatic,11/17/2022,"€ 33,561.70",No,"€ 3,731.00",Volksbank,"€ 73,741.00",No,4
PUR100187,Felix,65,Male,Frankfurt,Skoda,Insignia,Electric,Manual,2/29/2024,"€ 34,966.98",No,"€ 3,169.00",Volksbank,"€ 81,567.00",Yes,3
PUR100188,Sophie,38,Male,Berlin,Audi,A3,Petrol,Automatic,12/20/2023,"€ 19,046.26",No,"€ 12,369.00",Deutsche Bank,"€ 99,063.00",Yes,3
PUR100189,Sophie,46,Female,Hamburg,Volkswagen,911,Petrol,Automatic,9/21/2022,"€ 38,517.65",Yes,"€ 8,462.00",Commerzbank,"€ 57,828.00",Yes,4
PUR100190,Lukas,44,Male,Berlin,Volkswagen,Octavia,Electric,Automatic,3/28/2022,"€ 36,002.52",Yes,"€ 9,657.00",Deutsche Bank,"€ 34,358.00",No,4
PUR100191,Hans,58,Male,Frankfurt,Skoda,911,Petrol,Manual,8/14/2024,"€ 27,473.75",No,"€ 4,630.00",Volksbank,"€ 74,540.00",Yes,3
PUR100192,Felix,43,Female,Berlin,Audi,X5,Petrol,Automatic,6/2/2022,"€ 24,810.25",Yes,"€ 5,136.00",Deutsche Bank,"€ 21,078.00",No,5
PUR100193,Sophie,46,Male,Munich,BMW,C-Class,Diesel,Manual,12/20/2024,"€ 33,741.67",Yes,"€ 2,188.00",Deutsche Bank,"€ 108,218.00",Yes,4
PUR100194,Hans,26,Male,Berlin,Mercedes,911,Diesel,Automatic,6/23/2021,"€ 28,759.40",Yes,"€ 3,903.00",Commerzbank,"€ 98,672.00",No,1
PUR100195,Laura,45,Male,Hamburg,BMW,X5,Petrol,Automatic,1/19/2021,"€ 30,983.33",No,"€ 12,238.00",Deutsche Bank,"€ 104,654.00",Yes,2
PUR100196,Laura,35,Female,Other,Skoda,C-Class,Diesel,Manual,11/23/2023,"€ 11,686.07",Yes,"€ 4,847.00",Volksbank,"€ 90,507.00",Yes,4
PUR100197,Laura,44,Male,Berlin,Skoda,A3,Electric,Manual,8/2/2023,"€ 33,935.81",Yes,"€ 11,444.00",None,"€ 119,539.00",No,3
PUR100198,Hans,48,Female,Munich,Skoda,C-Class,Petrol,Manual,3/15/2021,"€ 32,824.98",Yes,"€ 5,585.00",Commerzbank,"€ 66,368.00",Yes,3
PUR100199,Anna,77,Female,Munich,Audi,A3,Petrol,Manual,11/7/2024,"€ 19,095.03",Yes,"€ 8,798.00",Commerzbank,"€ 116,924.00",Yes,3
PUR100200,Anna,49,Female,Berlin,Volkswagen,C-Class,Diesel,Automatic,7/7/2022,"€ 26,702.11",Yes,"€ 10,908.00",Deutsche Bank,"€ 40,614.00",Yes,3
PUR100201,Julia,52,Female,Cologne,Volkswagen,X5,Electric,Manual,10/8/2024,"€ 26,371.70",Yes,"€ 3,494.00",Volksbank,"€ 81,949.00",Yes,3
PUR100202,Lukas,47,Male,Frankfurt,Volkswagen,A3,Petrol,Automatic,5/1/2022,"€ 25,689.41",Yes,"€ 5,679.00",Deutsche Bank,"€ 68,732.00",No,3
PUR100203,Laura,30,Male,Other,Opel,C-Class,Hybrid,Manual,11/19/2024,"€ 24,150.07",Yes,"€ 7,074.00",Deutsche Bank,"€ 26,513.00",No,4
PUR100204,Felix,53,Female,Frankfurt,Mercedes,Passat,Petrol,Manual,10/1/2021,"€ 37,887.83",Yes,"€ 14,751.00",Deutsche Bank,"€ 111,538.00",No,4
PUR100205,Hans,45,Female,Cologne,Audi,911,Electric,Automatic,5/29/2022,"€ 31,584.75",Yes,"€ 11,764.00",Commerzbank,"€ 82,641.00",Yes,4
PUR100206,Hans,52,Male,Stuttgart,Mercedes,Octavia,Petrol,Manual,4/24/2022,"€ 19,841.99",Yes,"€ 9,898.00",Deutsche Bank,"€ 108,473.00",No,3
PUR100207,Laura,56,Male,Berlin,Porsche,C-Class,Diesel,Manual,10/31/2021,"€ 18,174.68",Yes,"€ 2,338.00",Commerzbank,"€ 82,243.00",No,5
PUR100208,Sophie,60,Female,Stuttgart,BMW,911,Petrol,Manual,4/11/2023,"€ 45,432.04",No,"€ 4,702.00",Volksbank,"€ 59,569.00",No,3
PUR100209,Julia,52,Female,Munich,Porsche,X5,Electric,Automatic,6/26/2021,"€ 14,113.55",Yes,"€ 7,659.00",Commerzbank,"€ 85,930.00",Yes,4
PUR100210,Anna,25,Female,Berlin,BMW,Passat,Diesel,Manual,7/18/2024,"€ 17,537.55",No,"€ 14,993.00",Deutsche Bank,"€ 116,273.00",Yes,3
PUR100211,Lukas,18,Female,Munich,BMW,A3,Petrol,Manual,7/24/2023,"€ 27,895.56",No,"€ 6,869.00",Volksbank,"€ 23,729.00",Yes,4
PUR100212,Felix,50,Female,Frankfurt,Mercedes,911,Petrol,Manual,2/3/2024,"€ 21,251.92",Yes,"€ 6,870.00",Volksbank,"€ 98,882.00",Yes,4
PUR100213,Julia,38,Female,Other,BMW,911,Petrol,Manual,3/25/2021,"€ 25,765.87",Yes,"€ 12,145.00",Volksbank,"€ 40,871.00",No,4
PUR100214,Felix,34,Male,Frankfurt,Opel,C-Class,Electric,Automatic,10/31/2021,"€ 24,746.90",Yes,"€ 14,477.00",Deutsche Bank,"€ 108,752.00",No,4
PUR100215,Lukas,65,Male,Hamburg,Audi,Octavia,Electric,Automatic,12/21/2022,"€ 30,482.42",No,"€ 13,576.00",None,"€ 20,949.00",No,4
PUR100216,Hans,69,Female,Berlin,Volkswagen,911,Petrol,Automatic,12/9/2022,"€ 19,651.62",Yes,"€ 11,267.00",Volksbank,"€ 101,273.00",Yes,4
PUR100217,Lukas,65,Male,Frankfurt,Mercedes,A3,Diesel,Automatic,8/11/2022,"€ 19,503.79",Yes,"€ 14,807.00",Commerzbank,"€ 106,288.00",Yes,3
PUR100218,Anna,61,Male,Frankfurt,Volkswagen,C-Class,Petrol,Manual,9/29/2023,"€ 18,848.26",Yes,"€ 6,771.00",Commerzbank,"€ 93,398.00",Yes,3
PUR100219,Laura,54,Female,Berlin,Audi,911,Petrol,Manual,1/29/2022,"€ 11,852.89",Yes,"€ 4,668.00",Deutsche Bank,"€ 25,291.00",Yes,2
PUR100220,Anna,58,Female,Munich,Mercedes,A3,Diesel,Manual,4/8/2022,"€ 43,539.02",Yes,"€ 1,857.00",Deutsche Bank,"€ 61,638.00",No,4
PUR100221,Laura,66,Male,Hamburg,BMW,Octavia,Diesel,Manual,12/8/2024,"€ 22,433.30",No,"€ 2,466.00",Commerzbank,"€ 109,935.00",No,4
PUR100222,Laura,54,Male,Frankfurt,Volkswagen,Passat,Petrol,Manual,12/19/2022,"€ 8,710.46",Yes,"€ 2,096.00",Volksbank,"€ 102,697.00",No,3
PUR100223,Hans,44,Male,Hamburg,Mercedes,Golf,Diesel,Manual,3/7/2024,"€ 26,420.42",Yes,"€ 1,603.00",Commerzbank,"€ 97,505.00",Yes,4
PUR100224,Julia,36,Female,Frankfurt,Audi,X5,Petrol,Manual,9/6/2022,"€ 22,637.83",Yes,"€ 3,129.00",Deutsche Bank,"€ 76,115.00",No,4
PUR100225,Felix,48,Female,Munich,Mercedes,A3,Diesel,Manual,6/15/2024,"€ 34,750.08",Yes,"€ 14,528.00",Commerzbank,"€ 83,743.00",Yes,2
PUR100226,Tim,65,Male,Munich,Opel,X5,Petrol,Manual,6/8/2023,"€ 11,974.18",No,"€ 1,734.00",Volksbank,"€ 29,731.00",No,5
PUR100227,Hans,39,Male,Berlin,Mercedes,Octavia,Diesel,Manual,9/21/2024,"€ 37,593.81",No,"€ 14,215.00",Volksbank,"€ 78,336.00",No,4
PUR100228,Lukas,47,Male,Berlin,BMW,Octavia,Diesel,Manual,7/4/2021,"€ 42,684.00",Yes,"€ 12,151.00",Deutsche Bank,"€ 82,347.00",Yes,3
PUR100229,Hans,70,Male,Munich,Volkswagen,C-Class,Electric,Manual,1/28/2024,"€ 26,993.92",Yes,"€ 8,050.00",Commerzbank,"€ 90,905.00",No,3
PUR100230,Julia,35,Male,Frankfurt,Mercedes,X5,Diesel,Automatic,4/1/2023,"€ 14,466.51",Yes,"€ 13,075.00",Deutsche Bank,"€ 81,493.00",Yes,4
PUR100231,Hans,64,Female,Stuttgart,BMW,A3,Diesel,Manual,7/23/2022,"€ 54,352.31",No,"€ 7,631.00",Commerzbank,"€ 111,142.00",Yes,5
PUR100232,Julia,56,Male,Stuttgart,Volkswagen,Golf,Petrol,Automatic,4/27/2022,"€ 33,938.53",Yes,"€ 3,199.00",Commerzbank,"€ 110,221.00",Yes,2
PUR100233,Julia,51,Male,Frankfurt,Mercedes,911,Petrol,Manual,6/1/2021,"€ 17,504.62",No,"€ 14,368.00",Deutsche Bank,"€ 31,988.00",Yes,4
PUR100234,Hans,59,Male,Berlin,Skoda,Insignia,Diesel,Automatic,4/9/2022,"€ 14,224.40",No,"€ 7,662.00",Commerzbank,"€ 60,550.00",No,4
PUR100235,Julia,56,Female,Stuttgart,Audi,Insignia,Diesel,Manual,12/11/2024,"€ 25,564.41",Yes,"€ 1,350.00",Commerzbank,"€ 74,064.00",No,5
PUR100236,Julia,57,Male,Hamburg,Mercedes,Octavia,Petrol,Manual,8/22/2021,"€ 32,221.12",Yes,"€ 9,383.00",Deutsche Bank,"€ 32,043.00",No,3
PUR100237,Laura,66,Male,Berlin,Audi,Octavia,Petrol,Manual,3/22/2022,"€ 36,695.85",Yes,"€ 6,226.00",Volksbank,"€ 31,627.00",No,3
PUR100238,Laura,43,Male,Other,Volkswagen,A3,Petrol,Manual,7/26/2024,"€ 24,217.22",Yes,"€ 5,007.00",Deutsche Bank,"€ 47,830.00",Yes,2
PUR100239,Anna,58,Male,Munich,BMW,C-Class,Petrol,Manual,1/22/2024,"€ 20,296.22",Yes,"€ 7,191.00",None,"€ 27,163.00",Yes,3
PUR100240,Anna,24,Female,Berlin,Mercedes,C-Class,Electric,Manual,4/11/2021,"€ 16,241.21",Yes,"€ 1,331.00",Commerzbank,"€ 119,996.00",No,4
PUR100241,Anna,76,Female,Berlin,Porsche,A3,Diesel,Manual,8/31/2023,"€ 8,000.00",No,"€ 3,965.00",Commerzbank,"€ 85,352.00",No,4
PUR100242,Laura,31,Male,Berlin,Audi,A3,Petrol,Manual,4/26/2024,"€ 27,377.60",Yes,"€ 7,850.00",Deutsche Bank,"€ 79,675.00",No,3
PUR100243,Felix,18,Male,Berlin,Volkswagen,A3,Petrol,Manual,8/23/2024,"€ 34,152.58",Yes,"€ 8,125.00",Volksbank,"€ 93,353.00",No,4
PUR100244,Julia,62,Female,Berlin,Mercedes,X5,Diesel,Automatic,10/5/2024,"€ 28,080.88",Yes,"€ 10,194.00",Deutsche Bank,"€ 100,554.00",Yes,5
PUR100245,Hans,69,Female,Berlin,BMW,X5,Diesel,Manual,5/18/2021,"€ 29,848.96",Yes,"€ 6,214.00",Commerzbank,"€ 40,702.00",No,5
PUR100246,Felix,35,Male,Stuttgart,Audi,Octavia,Electric,Manual,5/22/2021,"€ 30,740.61",Yes,"€ 7,867.00",Deutsche Bank,"€ 89,269.00",No,4
PUR100247,Julia,52,Female,Hamburg,Volkswagen,Insignia,Petrol,Automatic,3/31/2022,"€ 23,374.02",No,"€ 5,210.00",Volksbank,"€ 37,489.00",No,3
PUR100248,Julia,66,Female,Hamburg,BMW,911,Petrol,Automatic,7/21/2022,"€ 43,692.87",Yes,"€ 4,352.00",Deutsche Bank,"€ 91,381.00",No,4
PUR100249,Sophie,30,Female,Other,Volkswagen,Passat,Petrol,Automatic,6/11/2024,"€ 16,439.53",Yes,"€ 8,084.00",Deutsche Bank,"€ 28,013.00",No,3
PUR100250,Tim,42,Female,Berlin,Volkswagen,Golf,Electric,Manual,8/29/2024,"€ 19,425.79",No,"€ 7,080.00",Deutsche Bank,"€ 76,855.00",No,2
PUR100251,Laura,46,Female,Stuttgart,Volkswagen,Insignia,Diesel,Automatic,2/23/2024,"€ 15,065.49",No,"€ 5,673.00",Deutsche Bank,"€ 102,782.00",Yes,3
PUR100252,Felix,67,Female,Berlin,BMW,Octavia,Petrol,Automatic,2/15/2021,"€ 26,732.75",No,"€ 1,200.00",Commerzbank,"€ 99,491.00",Yes,3
PUR100253,Tim,41,Male,Hamburg,Volkswagen,Insignia,Petrol,Manual,11/1/2024,"€ 15,976.94",No,"€ 9,520.00",Deutsche Bank,"€ 53,297.00",No,5
PUR100254,Felix,52,Female,Munich,Audi,A3,Hybrid,Manual,4/18/2023,"€ 24,839.64",No,"€ 11,532.00",Deutsche Bank,"€ 79,943.00",Yes,4
PUR100255,Sophie,76,Male,Berlin,BMW,C-Class,Diesel,Manual,7/17/2023,"€ 34,852.75",Yes,"€ 8,856.00",Deutsche Bank,"€ 98,317.00",No,3
PUR100256,Laura,61,Male,Cologne,Mercedes,911,Petrol,Manual,8/30/2024,"€ 34,184.15",No,"€ 13,302.00",Deutsche Bank,"€ 51,021.00",No,4
PUR100257,Laura,58,Male,Hamburg,Audi,Golf,Petrol,Manual,1/2/2023,"€ 31,822.95",No,"€ 8,897.00",Commerzbank,"€ 40,087.00",No,3
PUR100258,Sophie,43,Male,Munich,BMW,Insignia,Hybrid,Automatic,10/27/2023,"€ 8,000.00",Yes,"€ 2,358.00",Volksbank,"€ 106,031.00",Yes,5
PUR100259,Julia,48,Female,Cologne,Audi,Insignia,Petrol,Manual,5/5/2022,"€ 22,819.66",Yes,"€ 6,078.00",Volksbank,"€ 57,418.00",Yes,5
PUR100260,Tim,39,Female,Munich,Mercedes,A3,Diesel,Manual,3/23/2023,"€ 22,334.12",Yes,"€ 3,901.00",Deutsche Bank,"€ 32,926.00",No,2
PUR100261,Julia,30,Male,Frankfurt,BMW,Insignia,Diesel,Manual,3/8/2021,"€ 14,936.23",Yes,"€ 7,432.00",Deutsche Bank,"€ 101,833.00",No,3
PUR100262,Tim,51,Male,Berlin,Volkswagen,Golf,Petrol,Manual,2/6/2023,"€ 32,645.94",Yes,"€ 14,332.00",Commerzbank,"€ 44,949.00",Yes,4
PUR100263,Laura,45,Female,Munich,Volkswagen,Octavia,Petrol,Manual,1/22/2023,"€ 29,900.84",No,"€ 14,291.00",Commerzbank,"€ 89,826.00",No,4
PUR100265,Sophie,54,Female,Berlin,Volkswagen,911,Diesel,Automatic,11/8/2024,"€ 31,728.81",Yes,"€ 5,215.00",Deutsche Bank,"€ 94,848.00",No,5
PUR100266,Laura,49,Female,Cologne,Skoda,Passat,Petrol,Manual,11/21/2024,"€ 8,000.00",No,"€ 7,960.00",Commerzbank,"€ 21,182.00",No,1
PUR100267,Hans,62,Male,Hamburg,Volkswagen,Golf,Diesel,Manual,1/20/2023,"€ 31,752.25",Yes,"€ 11,842.00",Deutsche Bank,"€ 89,996.00",No,2
PUR100268,Anna,42,Male,Munich,Opel,Golf,Hybrid,Manual,9/28/2023,"€ 38,566.79",Yes,"€ 6,150.00",Volksbank,"€ 113,422.00",Yes,4
PUR100269,Lukas,75,Female,Cologne,Skoda,Golf,Petrol,Manual,12/22/2024,"€ 12,891.94",No,"€ 10,791.00",Commerzbank,"€ 39,266.00",No,4
PUR100270,Sophie,41,Male,Berlin,Audi,Insignia,Petrol,Manual,5/25/2022,"€ 23,167.98",No,"€ 7,614.00",Volksbank,"€ 62,433.00",No,5
PUR100271,Lukas,31,Female,Cologne,Volkswagen,C-Class,Petrol,Manual,7/7/2022,"€ 26,465.73",No,"€ 9,758.00",Deutsche Bank,"€ 49,047.00",Yes,4
PUR100273,Sophie,67,Male,Stuttgart,Skoda,Octavia,Petrol,Automatic,7/27/2023,"€ 33,682.19",Yes,"€ 9,901.00",Commerzbank,"€ 62,623.00",No,3
PUR100274,Tim,55,Male,Munich,Volkswagen,C-Class,Petrol,Automatic,7/10/2024,"€ 23,588.88",No,"€ 5,466.00",Commerzbank,"€ 35,123.00",No,3
PUR100275,Sophie,47,Female,Cologne,Volkswagen,C-Class,Electric,Manual,12/4/2022,"€ 8,000.00",Yes,"€ 8,504.00",Volksbank,"€ 23,899.00",No,5
PUR100276,Tim,52,Male,Munich,Opel,X5,Diesel,Manual,9/22/2021,"€ 38,132.90",Yes,"€ 2,778.00",Commerzbank,"€ 72,486.00",No,1
PUR100277,Lukas,64,Male,Berlin,Mercedes,X5,Petrol,Automatic,7/16/2022,"€ 14,562.74",Yes,"€ 10,167.00",Deutsche Bank,"€ 66,664.00",No,3
PUR100278,Hans,60,Male,Munich,BMW,Octavia,Electric,Automatic,10/18/2022,"€ 21,326.62",Yes,"€ 4,927.00",Commerzbank,"€ 108,589.00",No,5
PUR100279,Anna,52,Male,Cologne,Volkswagen,Golf,Diesel,Manual,7/23/2021,"€ 16,605.32",Yes,"€ 6,438.00",Commerzbank,"€ 119,966.00",No,5
PUR100280,Tim,78,Male,Stuttgart,Porsche,A3,Petrol,Automatic,3/6/2021,"€ 23,884.51",Yes,"€ 10,939.00",Deutsche Bank,"€ 27,335.00",Yes,4
PUR100281,Anna,22,Male,Stuttgart,Skoda,A3,Petrol,Manual,11/27/2024,"€ 37,584.89",No,"€ 11,059.00",None,"€ 105,999.00",Yes,3
PUR100282,Hans,54,Male,Cologne,Mercedes,C-Class,Petrol,Automatic,2/22/2023,"€ 26,493.74",Yes,"€ 2,823.00",Deutsche Bank,"€ 68,740.00",No,4
PUR100283,Laura,64,Male,Munich,Volkswagen,Passat,Electric,Manual,8/6/2024,"€ 29,541.07",Yes,"€ 6,378.00",Deutsche Bank,"€ 47,271.00",Yes,2
PUR100284,Julia,65,Female,Berlin,Mercedes,Octavia,Petrol,Manual,1/22/2023,"€ 18,035.84",No,"€ 6,026.00",Volksbank,"€ 64,038.00",No,3
PUR100285,Anna,50,Female,Berlin,Mercedes,Passat,Petrol,Automatic,4/1/2023,"€ 14,523.65",No,"€ 2,132.00",Deutsche Bank,"€ 99,279.00",No,3
PUR100286,Laura,38,Male,Berlin,Mercedes,Golf,Petrol,Manual,6/10/2022,"€ 8,098.31",Yes,"€ 2,351.00",Commerzbank,"€ 83,308.00",No,4
PUR100287,Sophie,67,Female,Frankfurt,Volkswagen,Octavia,Diesel,Automatic,8/2/2022,"€ 29,895.29",Yes,"€ 1,142.00",Commerzbank,"€ 99,368.00",No,1
PUR100288,Tim,28,Male,Stuttgart,Mercedes,X5,Petrol,Manual,8/31/2024,"€ 32,166.95",No,"€ 9,061.00",Deutsche Bank,"€ 55,750.00",Yes,3
PUR100289,Laura,48,Male,Munich,Mercedes,Passat,Diesel,Manual,1/1/2023,"€ 20,620.49",Yes,"€ 4,423.00",Deutsche Bank,"€ 114,021.00",Yes,4
PUR100290,Tim,46,Male,Cologne,Audi,A3,Petrol,Automatic,7/8/2022,"€ 27,788.06",No,"€ 7,474.00",Volksbank,"€ 79,498.00",No,5
PUR100291,Laura,59,Female,Frankfurt,Volkswagen,Passat,Petrol,Manual,3/9/2024,"€ 29,191.40",Yes,"€ 14,343.00",Commerzbank,"€ 51,905.00",No,4
PUR100292,Hans,50,Male,Hamburg,Volkswagen,Octavia,Diesel,Manual,7/23/2021,"€ 20,791.70",Yes,"€ 5,404.00",Deutsche Bank,"€ 111,751.00",Yes,5
PUR100293,Hans,44,Male,Berlin,BMW,X5,Petrol,Manual,1/23/2022,"€ 31,108.01",No,"€ 4,721.00",Commerzbank,"€ 67,293.00",Yes,3
PUR100294,Felix,50,Male,Berlin,Opel,C-Class,Diesel,Automatic,6/18/2024,"€ 23,513.30",Yes,"€ 13,401.00",Deutsche Bank,"€ 91,742.00",Yes,4
PUR100295,Felix,61,Female,Munich,Audi,911,Hybrid,Automatic,6/3/2021,"€ 14,163.96",Yes,"€ 10,530.00",Deutsche Bank,"€ 74,077.00",No,3
PUR100296,Tim,44,Female,Munich,Volkswagen,Passat,Hybrid,Manual,8/9/2024,"€ 11,556.50",Yes,"€ 11,834.00",Deutsche Bank,"€ 74,890.00",Yes,4
PUR100297,Tim,48,Female,Munich,Volkswagen,Octavia,Petrol,Manual,2/5/2021,"€ 30,226.52",Yes,"€ 12,523.00",Volksbank,"€ 106,314.00",No,4
PUR100298,Laura,27,Male,Other,Mercedes,X5,Petrol,Manual,10/30/2021,"€ 24,912.70",Yes,"€ 4,030.00",Deutsche Bank,"€ 60,872.00",No,2
PUR100299,Felix,60,Male,Hamburg,Audi,C-Class,Petrol,Automatic,9/16/2023,"€ 38,201.45",No,"€ 11,786.00",Volksbank,"€ 113,113.00",Yes,5
PUR100300,Sophie,28,Female,Berlin,BMW,A3,Petrol,Manual,8/20/2024,"€ 13,559.02",Yes,"€ 6,863.00",Deutsche Bank,"€ 116,590.00",Yes,4
PUR100301,Julia,28,Male,Berlin,Mercedes,X5,Petrol,Manual,1/14/2023,"€ 12,998.34",Yes,"€ 9,225.00",Deutsche Bank,"€ 47,991.00",Yes,4
PUR100302,Felix,45,Female,Other,BMW,Insignia,Petrol,Manual,7/16/2022,"€ 25,390.37",No,"€ 9,488.00",Commerzbank,"€ 60,622.00",No,4
PUR100303,Tim,65,Male,Frankfurt,BMW,Octavia,Petrol,Manual,3/21/2021,"€ 8,000.00",No,"€ 9,943.00",Volksbank,"€ 36,526.00",No,3
PUR100304,Tim,41,Male,Other,Skoda,Insignia,Diesel,Manual,3/2/2023,"€ 48,735.93",Yes,"€ 14,991.00",Commerzbank,"€ 66,660.00",Yes,4
PUR100305,Hans,59,Male,Berlin,Volkswagen,X5,Electric,Manual,11/29/2021,"€ 19,925.25",Yes,"€ 9,307.00",Commerzbank,"€ 74,923.00",No,2
PUR100306,Anna,52,Female,Frankfurt,Volkswagen,A3,Electric,Manual,9/10/2023,"€ 26,331.19",Yes,"€ 2,792.00",Volksbank,"€ 104,515.00",No,5
PUR100307,Julia,44,Male,Hamburg,BMW,C-Class,Diesel,Manual,8/16/2022,"€ 23,361.81",No,"€ 4,018.00",Deutsche Bank,"€ 104,233.00",No,5
PUR100308,Anna,39,Male,Stuttgart,Volkswagen,X5,Petrol,Manual,1/20/2021,"€ 8,997.48",No,"€ 13,257.00",Volksbank,"€ 104,593.00",No,3
